Date,SPY_close,SPY_200ma,SPY_market_regime,XLK_close,XLK_50ma,XLK_sector_regime,XLF_close,XLF_50ma,XLF_sector_regime,XLV_close,XLV_50ma,XLV_sector_regime,XLE_close,XLE_50ma,XLE_sector_regime,XLY_close,XLY_50ma,XLY_sector_regime,XLP_close,XLP_50ma,XLP_sector_regime,XLI_close,XLI_50ma,XLI_sector_regime,XLU_close,XLU_50ma,XLU_sector_regime,XLRE_close,XLRE_50ma,XLRE_sector_regime,XLB_close,XLB_50ma,XLB_sector_regime,XLC_close,XLC_50ma,XLC_sector_regime
2024-09-16 04:00:00,562.84,516.48905,True,219.6,217.95699999999997,True,45.09,43.4808,True,157.24,151.6094,True,86.57,89.56779999999999,False,192.15,184.75420000000003,True,84.26,80.0416,True,131.24,126.2458,True,79.14,73.57600000000001,True,45.36,41.9412,True,93.55,90.715,True,87.78,85.649,True
2024-09-17 04:00:00,563.07,517.03135,True,219.17,217.65099999999998,True,45.33,43.5588,True,155.62,151.8368,True,87.74,89.53160000000001,False,193.13,184.829,True,83.46,80.1656,True,131.96,126.4576,True,79.08,73.7852,True,45.0,42.0734,True,93.73,90.8264,True,87.78,85.6652,True
2024-09-18 04:00:00,561.4,517.5563500000001,True,217.17,217.30879999999996,False,45.19,43.6276,True,155.36,152.045,True,87.91,89.51460000000002,False,192.75,184.8836,True,83.14,80.2872,True,131.85,126.67779999999999,True,78.48,73.97840000000001,True,44.87,42.202799999999996,True,93.33,90.9478,True,87.71,85.67460000000001,True
2024-09-19 04:00:00,570.98,518.1157499999999,True,223.62,217.0276,True,45.69,43.70320000000001,True,155.92,152.237,True,88.96,89.50659999999999,False,197.14,184.99739999999997,True,82.65,80.39219999999999,True,134.12,126.9218,True,78.02,74.1494,True,44.76,42.324600000000004,True,94.74,91.074,True,88.9,85.6968,True
2024-09-20 04:00:00,568.25,518.67355,True,222.53,216.84359999999998,True,45.66,43.7716,True,155.28,152.3956,True,88.76,89.47599999999998,False,196.69,185.15079999999998,True,83.05,80.51100000000001,True,133.18,127.116,True,80.08,74.3362,True,44.68,42.4242,True,94.07,91.16259999999998,True,88.9,85.743,True
2024-09-23 04:00:00,569.67,519.2389000000001,True,222.09,216.6094,True,45.44,43.8328,True,154.4,152.5182,True,89.12,89.44800000000001,False,198.67,185.2944,True,83.09,80.6238,True,133.64,127.3052,True,80.33,74.5176,True,44.86,42.52160000000001,True,94.47,91.24199999999999,True,88.83,85.7934,True
2024-09-24 04:00:00,571.3,519.8216,True,223.61,216.3972,True,45.06,43.873999999999995,True,154.09,152.645,True,88.9,89.3882,False,200.41,185.4772,True,82.89,80.7416,True,134.6,127.4958,True,79.76,74.7222,True,44.86,42.61559999999999,True,95.76,91.3518,True,89.25,85.846,True
2024-09-25 04:00:00,570.04,520.3806500000001,True,224.25,216.2134,True,44.79,43.9,True,152.59,152.6996,False,87.16,89.2854,False,199.69,185.577,True,82.68,80.8404,True,133.97,127.61139999999999,True,80.18,74.92439999999999,True,44.67,42.6982,True,95.12,91.4138,True,88.97,85.8884,True
2024-09-26 04:00:00,572.3,520.9411500000001,True,227.22,216.27059999999997,True,45.02,43.924,True,153.1,152.7508,True,85.45,89.13,False,200.54,185.75879999999998,True,82.87,80.923,True,134.64,127.77320000000002,True,79.63,75.1148,True,44.23,42.764799999999994,True,97.09,91.51899999999999,True,89.47,85.96700000000001,True
2024-09-27 04:00:00,571.47,521.4885499999999,True,225.1,216.285,True,45.15,43.9612,True,153.02,152.8688,True,87.19,89.006,False,200.84,185.98559999999998,True,83.02,81.0164,True,134.83,127.9586,True,80.42,75.32220000000001,True,44.29,42.8394,True,96.92,91.639,True,90.01,86.0574,True
2024-09-30 04:00:00,573.76,522.0368500000001,True,225.76,216.38279999999997,True,45.32,44.010600000000004,True,154.02,152.9918,True,87.8,88.91460000000001,False,200.37,186.23680000000002,True,83.0,81.1146,True,135.44,128.17,True,80.78,75.53519999999999,True,44.67,42.9226,True,96.38,91.76440000000001,True,90.4,86.1632,True
2024-10-01 04:00:00,568.62,522.52745,True,220.26,216.266,True,45.08,44.050399999999996,True,153.21,153.0816,True,89.8,88.8748,True,199.56,186.43040000000002,True,82.72,81.2062,True,135.51,128.35739999999998,True,81.43,75.74940000000001,True,44.4,42.992399999999996,True,96.14,91.87899999999999,True,90.47,86.2632,True
2024-10-02 04:00:00,568.86,523.0117,True,221.89,216.19979999999998,True,45.13,44.08959999999999,True,152.9,153.167,False,90.72,88.8826,True,197.87,186.6072,True,82.02,81.2894,True,135.26,128.5446,True,81.47,75.97319999999999,True,44.24,43.0604,True,95.77,91.979,True,90.19,86.36,True
2024-10-03 04:00:00,567.82,523.50415,True,222.81,216.3384,True,44.89,44.135799999999996,True,151.52,153.2,False,92.32,88.92219999999999,True,195.58,186.89280000000002,True,81.2,81.3576,False,134.57,128.7722,True,81.44,76.1806,True,43.81,43.13099999999999,True,94.71,92.081,True,89.88,86.49520000000001,True
2024-10-04 04:00:00,572.98,524.0092,True,225.29,216.5728,True,45.65,44.194,True,151.64,153.2504,False,93.18,88.9478,True,198.17,187.2444,True,81.47,81.433,True,135.51,128.99880000000002,True,81.31,76.3972,True,43.52,43.200199999999995,True,95.17,92.18720000000002,True,90.88,86.66959999999999,True
2024-10-07 04:00:00,567.8,524.474,True,223.74,216.722,True,45.09,44.2276,True,150.97,153.2706,False,93.51,88.9742,True,195.09,187.49400000000003,True,80.66,81.4764,False,135.18,129.1764,True,79.44,76.5626,True,43.2,43.2496,False,94.89,92.2584,True,89.66,86.7888,True
2024-10-08 04:00:00,573.17,524.99855,True,227.92,216.974,True,45.35,44.267599999999995,True,151.79,153.3054,False,91.07,88.9676,True,196.99,187.72060000000002,True,81.06,81.5272,False,135.48,129.36440000000002,True,79.48,76.7224,True,43.33,43.296400000000006,True,94.45,92.31759999999998,True,90.45,86.90899999999999,True
2024-10-09 04:00:00,577.14,525.52075,True,230.47,217.38519999999997,True,45.77,44.306,True,153.34,153.36860000000001,False,91.62,88.94359999999999,True,198.4,187.99599999999998,True,81.55,81.5984,False,136.69,129.5692,True,78.8,76.86120000000001,True,43.35,43.3376,True,95.05,92.39479999999999,True,90.48,87.02300000000001,True
2024-10-10 04:00:00,576.13,526.03315,True,230.41,217.6174,True,45.63,44.3438,True,152.77,153.43140000000002,False,92.24,88.9242,True,197.42,188.19459999999998,True,81.19,81.6652,False,135.99,129.7318,True,78.56,76.9766,True,42.99,43.3736,False,95.27,92.45739999999999,True,89.81,87.10339999999998,True
2024-10-11 04:00:00,579.58,526.5527999999999,True,230.81,218.0208,True,46.51,44.4116,True,153.89,153.486,True,92.81,88.9656,True,196.58,188.4684,True,81.64,81.7266,False,138.42,129.9904,True,79.25,77.0796,True,43.43,43.40559999999999,True,95.89,92.5398,True,90.43,87.1892,True
2024-10-14 04:00:00,584.32,527.09185,True,233.82,218.6028,True,46.8,44.50639999999999,True,154.74,153.5636,True,92.77,89.05300000000001,True,197.44,188.894,True,81.97,81.7808,True,139.25,130.3208,True,80.25,77.20020000000001,True,43.73,43.443000000000005,True,96.44,92.6678,True,90.85,87.3114,True
2024-10-15 04:00:00,579.78,527.6073,True,228.68,219.2184,True,46.9,44.6276,True,152.85,153.684,False,89.78,89.1196,True,197.87,189.4278,True,82.49,81.8766,True,138.18,130.6724,True,80.61,77.3672,True,44.28,43.515600000000006,True,96.34,92.834,True,91.05,87.48620000000001,True
2024-10-16 04:00:00,582.3,528.14225,True,229.39,219.7944,True,47.48,44.7472,True,153.28,153.7994,False,90.21,89.1842,True,198.91,189.94459999999998,True,82.43,81.9604,True,139.25,131.0164,True,82.21,77.554,True,44.72,43.57899999999999,True,97.09,93.0062,True,90.99,87.64040000000001,True
2024-10-17 04:00:00,582.35,528.69075,True,230.09,220.4494,True,47.61,44.8684,True,152.39,153.92700000000002,False,90.64,89.25039999999998,True,198.73,190.51820000000004,True,82.06,82.0352,True,138.85,131.3642,True,81.48,77.718,True,44.43,43.642599999999995,True,97.24,93.20540000000001,True,90.56,87.7948,True
2024-10-18 04:00:00,584.59,529.26975,True,230.91,220.9734,True,47.62,44.976400000000005,True,153.13,154.0048,False,90.34,89.273,True,199.51,191.0332,True,82.24,82.0994,True,139.27,131.6644,True,81.95,77.88980000000001,True,44.74,43.7054,True,97.63,93.3854,True,91.23,87.92960000000001,True
2024-10-21 04:00:00,583.63,529.8515,True,231.99,221.50059999999996,True,47.24,45.07320000000001,True,151.33,154.0318,False,90.07,89.28620000000001,True,197.96,191.50560000000002,True,81.55,82.1474,False,138.78,131.9544,True,81.63,78.05019999999999,True,43.82,43.7456,True,96.88,93.5518,True,90.87,88.0428,True
2024-10-22 04:00:00,583.32,530.4285,True,231.75,221.9894,True,47.15,45.172599999999996,True,151.11,154.0658,False,90.28,89.2948,True,197.16,191.97580000000002,True,82.01,82.21260000000001,False,137.1,132.2234,True,81.34,78.2022,True,43.89,43.7922,True,95.99,93.70819999999999,True,91.0,88.17040000000001,True
2024-10-23 04:00:00,577.99,530.94545,True,228.43,222.28439999999998,True,47.11,45.2642,True,150.4,154.0494,False,89.81,89.31139999999999,True,194.06,192.297,True,81.85,82.2674,False,136.7,132.4584,True,82.12,78.3612,True,44.32,43.8416,True,95.73,93.8418,True,90.31,88.2622,True
2024-10-24 04:00:00,579.24,531.47225,True,229.1,222.56939999999997,True,47.15,45.346199999999996,True,149.41,154.0024,False,89.8,89.31739999999999,True,200.18,192.75959999999998,True,81.74,82.31279999999998,False,135.76,132.6644,True,81.59,78.51060000000001,True,44.42,43.89,True,94.56,93.95200000000001,True,90.62,88.37,True
2024-10-25 04:00:00,579.04,531.98465,True,230.29,222.75459999999998,True,46.63,45.409800000000004,True,148.59,153.92,False,89.77,89.3014,True,200.81,193.1218,True,81.06,82.3282,False,135.4,132.8294,True,80.38,78.63600000000001,True,44.07,43.9338,True,93.96,94.022,False,90.85,88.46699999999998,True
2024-10-28 04:00:00,580.83,532.5070499999999,True,230.22,222.931,True,47.21,45.47860000000001,True,148.81,153.8388,False,89.2,89.27600000000001,False,201.28,193.4848,True,81.21,82.34219999999999,False,135.8,133.00599999999997,True,81.01,78.7674,True,44.21,43.9808,True,94.74,94.10539999999999,True,91.43,88.5704,True
2024-10-29 04:00:00,581.77,533.0325,True,233.32,223.0964,True,46.92,45.53679999999999,True,148.4,153.7308,False,87.84,89.2112,False,200.23,193.7818,True,80.41,82.3348,False,135.62,133.16359999999997,True,79.28,78.8544,True,43.81,44.01480000000001,False,94.13,94.16799999999999,False,92.29,88.67139999999999,True
2024-10-30 04:00:00,580.01,533.5579,True,229.61,223.2034,True,47.13,45.602,True,148.12,153.60479999999998,False,88.04,89.1984,False,199.95,194.07659999999998,True,80.28,82.3168,False,135.39,133.3236,True,79.09,78.94080000000001,True,43.97,44.0512,False,94.64,94.24740000000001,True,92.85,88.78480000000002,True
2024-10-31 04:00:00,568.64,534.03965,True,222.24,223.1366,False,46.48,45.65559999999999,True,146.87,153.4486,False,88.59,89.1936,False,196.89,194.2634,True,80.12,82.28460000000001,False,133.83,133.43699999999998,True,79.91,79.033,True,43.2,44.0694,False,93.39,94.281,False,92.04,88.87460000000002,True
2024-11-01 04:00:00,571.04,534.5124,True,223.91,223.207,True,46.64,45.7074,True,147.74,153.3078,False,88.03,89.17299999999999,False,200.09,194.579,True,80.15,82.2554,False,134.01,133.5572,True,78.13,79.09140000000001,False,42.74,44.0732,False,93.13,94.3132,False,92.4,88.98479999999999,True
2024-11-04 05:00:00,569.81,534.9493,True,223.74,223.2026,True,46.28,45.7444,True,146.77,153.1342,False,89.57,89.1566,True,199.4,194.8096,True,80.37,82.226,False,133.86,133.6488,True,77.2,79.127,False,43.22,44.07020000000001,False,93.54,94.3294,False,92.09,89.0766,True
2024-11-05 05:00:00,576.7,535.41555,True,226.89,223.3174,True,46.71,45.787200000000006,True,147.85,152.9838,False,90.17,89.13600000000001,True,202.93,195.14,True,80.88,82.1952,False,136.1,133.788,True,78.36,79.176,False,43.81,44.0796,False,93.68,94.34020000000001,False,93.11,89.1848,True
2024-11-06 05:00:00,591.04,535.94645,True,233.35,223.53459999999998,True,49.55,45.88219999999999,True,148.04,152.8324,False,93.56,89.20020000000001,True,209.42,195.61,True,79.56,82.134,False,141.43,134.03220000000002,True,77.55,79.2208,False,42.64,44.0634,False,94.97,94.37660000000001,True,95.4,89.34280000000001,True
2024-11-07 05:00:00,595.61,536.49755,True,237.42,223.8946,True,48.75,45.958999999999996,True,149.11,152.6988,False,93.13,89.2674,True,212.11,196.1698,True,79.85,82.0856,False,140.58,134.2606,True,77.69,79.2684,False,43.17,44.0608,False,95.34,94.4284,True,96.65,89.53739999999999,True
2024-11-08 05:00:00,598.19,537.04835,True,237.16,224.289,True,49.19,46.0366,True,150.18,152.58,False,93.75,89.3236,True,215.12,196.78539999999998,True,80.82,82.06479999999999,False,142.09,134.50099999999998,True,79.18,79.33760000000001,False,43.91,44.07639999999999,False,94.47,94.4526,True,96.18,89.7262,True
2024-11-11 05:00:00,598.76,537.6051,True,235.85,224.59939999999997,True,49.89,46.1196,True,149.3,152.422,False,94.28,89.3836,True,219.46,197.43220000000002,True,80.54,82.02539999999999,False,143.19,134.7356,True,79.4,79.3998,True,43.53,44.076,False,94.06,94.44820000000001,False,96.72,89.9142,True
2024-11-12 05:00:00,596.9,538.13325,True,236.15,225.1182,True,49.74,46.2064,True,147.22,152.2284,False,93.78,89.479,True,216.53,198.07179999999997,True,80.63,81.97619999999999,False,141.96,135.0038,True,78.49,79.446,False,42.98,44.0626,False,92.46,94.45460000000001,False,97.16,90.14300000000001,True
2024-11-13 05:00:00,597.19,538.66475,True,235.33,225.63139999999999,True,49.77,46.2928,True,146.83,152.0324,False,94.51,89.6136,True,218.38,198.7388,True,80.87,81.92399999999999,False,142.26,135.27540000000002,True,78.35,79.4764,False,43.32,44.053999999999995,False,92.68,94.473,False,97.2,90.3808,True
2024-11-14 05:00:00,593.35,539.2171,True,234.53,226.135,True,49.64,46.3866,True,144.52,151.8332,False,94.87,89.76899999999999,True,215.28,199.30180000000001,True,80.67,81.8742,False,139.86,135.529,True,78.08,79.5052,False,42.93,44.04,False,91.92,94.4906,False,97.09,90.61140000000002,True
2024-11-15 05:00:00,585.75,539.69985,True,228.71,226.6308,True,49.87,46.498200000000004,True,141.84,151.591,False,94.73,89.9434,True,213.44,199.9226,True,79.96,81.81360000000001,False,139.11,135.7934,True,79.25,79.572,False,42.98,44.027,False,91.28,94.51839999999999,False,95.15,90.839,True
2024-11-18 05:00:00,588.15,540.16885,True,229.45,227.0746,True,50.02,46.5996,True,141.94,151.32920000000001,False,95.99,90.1306,True,215.41,200.5296,True,80.52,81.7514,False,138.92,136.0154,True,79.94,79.6372,True,43.36,44.01120000000001,False,91.99,94.543,False,96.09,91.0782,True
2024-11-19 05:00:00,590.3,540.6576,True,231.33,227.49400000000003,True,49.69,46.70360000000001,True,141.21,151.0386,False,95.38,90.3354,True,215.57,201.0974,True,80.63,81.6918,False,138.8,136.23059999999998,True,80.45,79.7054,True,43.54,43.9834,False,91.69,94.5608,False,96.72,91.33040000000001,True
2024-11-20 05:00:00,590.5,541.1401999999999,True,231.13,227.76579999999998,True,49.54,46.8088,True,142.88,150.7906,False,96.34,90.57520000000001,True,214.62,201.6088,True,80.22,81.6396,False,138.95,136.4442,True,80.49,79.7696,True,43.47,43.9566,False,92.44,94.5892,False,97.34,91.588,True
2024-11-21 05:00:00,593.67,541.61805,True,233.48,228.0486,True,50.17,46.9246,True,144.03,150.55440000000002,False,97.12,90.81540000000001,True,215.0,202.08520000000001,True,81.09,81.5946,False,140.69,136.6728,True,81.89,79.8584,True,43.76,43.934000000000005,False,93.57,94.6234,False,97.09,91.809,True
2024-11-22 05:00:00,595.51,542.1039999999999,True,233.6,228.31179999999998,True,50.73,47.049,True,144.16,150.3144,False,97.27,91.04899999999999,True,218.1,202.59760000000003,True,81.84,81.55279999999999,True,142.65,136.9144,True,81.45,79.9166,True,44.09,43.9116,True,94.09,94.65140000000001,False,96.88,92.0092,True
2024-11-25 05:00:00,597.53,542.58565,True,233.59,228.5916,True,51.06,47.1684,True,145.39,150.0774,False,95.35,91.22460000000001,True,220.33,203.16119999999998,True,82.29,81.5134,True,143.54,137.16039999999998,True,81.6,79.9658,True,44.68,43.898,True,95.06,94.6816,True,97.38,92.20120000000001,True
2024-11-26 05:00:00,600.65,543.0840000000001,True,234.76,228.9034,True,51.16,47.285,True,146.17,149.8884,False,95.22,91.3742,True,221.13,203.72119999999998,True,82.63,81.49680000000001,True,143.71,137.3954,True,82.9,80.04220000000001,True,44.9,43.895999999999994,True,94.35,94.694,False,97.74,92.40039999999999,True
2024-11-27 05:00:00,598.83,543.60775,True,231.58,229.1916,True,51.26,47.40639999999999,True,146.95,149.7202,False,95.12,91.5184,True,220.04,204.267,True,82.8,81.49,True,143.18,137.622,True,82.9,80.1306,True,45.21,43.9028,True,94.3,94.71340000000001,False,97.87,92.60359999999999,True
2024-11-29 05:00:00,602.55,544.12765,True,233.73,229.39379999999997,True,51.34,47.5194,True,147.41,149.55,False,95.53,91.6498,True,222.3,204.77020000000002,True,83.22,81.5014,True,143.99,137.8194,True,82.93,80.2288,True,45.0,43.907599999999995,True,94.78,94.7142,True,98.4,92.79360000000001,True
2024-12-02 05:00:00,603.63,544.6357499999999,True,235.95,229.6622,True,50.83,47.6228,True,147.15,149.38739999999999,False,94.52,91.765,True,224.24,205.32119999999998,True,83.12,81.5028,True,142.93,138.0144,True,81.15,80.2502,True,44.32,43.9004,True,94.72,94.72720000000001,False,99.21,92.99980000000001,True
2024-12-03 05:00:00,603.91,545.15775,True,236.8,229.9564,True,50.45,47.723,True,146.82,149.2358,False,94.51,91.87279999999998,True,224.07,205.82920000000001,True,82.69,81.4948,True,142.03,138.1822,True,80.45,80.2526,True,44.06,43.8844,True,94.42,94.7262,False,100.01,93.2234,True
2024-12-04 05:00:00,607.66,545.71225,True,241.13,230.3068,True,50.26,47.827,True,146.74,149.08880000000002,False,92.23,91.9394,True,226.15,206.34400000000002,True,82.46,81.4862,True,142.65,138.3432,True,80.44,80.2662,True,43.94,43.86600000000001,True,93.5,94.681,False,100.24,93.44319999999999,True
2024-12-05 05:00:00,606.66,546.2595,True,239.91,230.62,True,50.41,47.939400000000006,True,145.1,148.93900000000002,False,92.59,92.04800000000002,True,228.0,206.9102,True,82.79,81.4884,True,140.92,138.4822,True,80.69,80.27640000000001,True,43.83,43.8492,False,92.27,94.624,False,100.01,93.66400000000002,True
2024-12-06 05:00:00,607.81,546.7610500000001,True,240.84,230.8924,True,50.4,48.047,True,144.28,148.7626,False,91.02,92.1594,False,232.8,207.55540000000002,True,82.38,81.4786,True,140.56,138.6006,True,79.69,80.2776,False,43.77,43.84,False,91.91,94.5204,False,100.93,93.8932,True
2024-12-09 05:00:00,604.68,547.2452,True,239.27,231.1758,True,49.71,48.1382,True,144.7,148.5962,False,90.87,92.23299999999999,False,232.06,208.1798,True,82.25,81.4632,True,139.34,138.6908,True,78.69,80.243,False,43.86,43.8314,True,91.89,94.4198,False,98.78,94.06859999999999,True
2024-12-10 05:00:00,602.8,547.72925,True,235.95,231.37959999999998,True,49.7,48.2258,True,144.1,148.39780000000002,False,90.25,92.28199999999998,False,232.44,208.82119999999998,True,82.64,81.45599999999999,True,139.0,138.762,True,78.12,80.1898,False,43.15,43.801,False,90.95,94.31119999999999,False,100.33,94.26720000000002,True
2024-12-11 05:00:00,607.46,548.2319,True,239.37,231.7618,True,49.8,48.32019999999999,True,142.14,148.1764,False,90.4,92.29400000000001,False,236.52,209.56040000000002,True,82.01,81.4418,True,138.68,138.8254,False,77.63,80.1138,False,43.04,43.7738,False,90.63,94.20100000000001,False,101.97,94.49719999999999,True
2024-12-12 05:00:00,604.33,548.72225,True,238.03,232.0846,True,49.58,48.4092,True,141.01,147.9386,False,89.67,92.273,False,234.56,210.2942,True,82.25,81.4464,True,137.79,138.87599999999998,False,77.59,80.0362,False,43.01,43.7492,False,90.0,94.0856,False,102.16,94.7366,True
2024-12-13 05:00:00,604.21,549.2029,True,239.05,232.40939999999998,True,49.54,48.502199999999995,True,140.99,147.72799999999998,False,89.22,92.211,False,235.49,211.09239999999997,True,82.04,81.4632,True,137.43,138.9332,False,77.64,79.9602,False,42.83,43.7296,False,89.23,93.97599999999998,False,100.94,94.9578,True
2024-12-16 05:00:00,606.79,549.6726,True,241.44,232.7324,True,49.45,48.578199999999995,True,139.31,147.4814,False,87.26,92.0926,False,238.68,211.90259999999998,True,81.61,81.46600000000001,True,137.55,138.974,False,77.02,79.87440000000001,False,42.61,43.711400000000005,False,88.44,93.8414,False,101.33,95.16680000000001,True
2024-12-17 05:00:00,604.29,550.1325499999999,True,239.98,233.05720000000002,True,49.1,48.6584,True,139.21,147.24620000000002,False,86.61,91.95459999999999,False,239.43,212.7894,True,81.47,81.4822,False,136.29,138.99620000000002,False,76.7,79.8196,False,42.42,43.6958,False,87.95,93.7026,False,100.57,95.385,True
2024-12-18 05:00:00,586.28,550.52805,True,232.24,233.1436,False,47.63,48.70400000000001,False,137.32,146.95680000000002,False,84.05,91.8142,False,228.64,213.42239999999998,True,80.23,81.46560000000001,False,132.44,138.9354,False,74.89,79.7278,False,40.76,43.6444,False,85.45,93.5226,False,97.7,95.53,True
2024-12-19 05:00:00,586.1,550.9098,True,232.49,233.18400000000003,False,47.8,48.7446,False,136.28,146.6156,False,83.32,91.6482,False,228.33,214.021,True,79.66,81.42779999999999,False,132.27,138.847,False,75.23,79.6564,False,40.06,43.57860000000001,False,84.53,93.31220000000002,False,97.43,95.669,True
2024-12-20 05:00:00,591.15,551.2915,True,235.96,233.295,True,48.51,48.8022,False,138.0,146.3202,False,84.14,91.4862,False,228.91,214.65079999999998,True,79.94,81.4028,False,133.82,138.8036,False,76.43,79.6138,False,40.79,43.5346,False,85.58,93.11840000000001,False,97.96,95.83200000000001,True
2024-12-23 05:00:00,594.69,551.70635,True,238.07,233.4402,True,48.42,48.8404,False,138.75,146.0174,False,83.93,91.30860000000001,False,229.17,215.30259999999998,True,78.92,81.3484,False,133.12,138.6976,False,76.06,79.55,False,40.54,43.476800000000004,False,85.07,92.902,False,98.24,95.98819999999999,True
2024-12-24 05:00:00,601.3,552.1564500000001,True,240.53,233.5744,True,48.99,48.8842,True,139.32,145.709,False,84.64,91.14599999999999,False,234.47,216.04319999999998,True,79.44,81.2978,False,134.16,138.59580000000003,False,76.48,79.4746,False,40.81,43.4184,False,85.53,92.68379999999999,False,99.17,96.15459999999999,True
2024-12-26 05:00:00,601.34,552.57925,True,240.69,233.81459999999998,True,49.11,48.9284,True,139.6,145.444,False,84.57,91.04180000000001,False,233.6,216.75780000000003,True,79.69,81.2418,False,134.26,138.5174,False,76.3,79.3884,False,40.87,43.350199999999994,False,85.4,92.465,False,99.04,96.31439999999999,True
