ticker,passes_all_filters,rs_slope_10d,rs_slope_50d,velocity_increasing,current_rs_ratio,vcp_active,current_norm_range,avg_range_20d,contraction_ratio,current_price,sma_200,above_200sma,price_vs_sma_pct,avg_volume_20d,liquidity_ok
SMX,True,0.0279580739753545,0.0033672630110618,True,0.2127783352967698,True,0.2114832535885167,0.4293738241005657,0.4925387662639262,146.3,7.830972455000001,True,1768.2226357032946,4067378.65,True
ULTA,True,0.0116616786934627,-0.000190529339508,True,0.8735837805605247,True,0.0154832265046199,0.0330038053495667,0.469134584349473,600.65,468.51135,True,28.203937855507675,868554.15,True
EXAS,True,0.0064115564802851,0.0011795069119526,True,0.1482169771287259,True,0.0078024691358025,0.0240699323200719,0.3241583329794432,101.25,55.8297,True,81.35508519658889,10796373.2,True
TSEM,True,0.0028917631872036,0.0014832386429087,True,0.1839958113355731,True,0.0233183147577265,0.0547117811501086,0.4262028080158797,126.51,56.5132,True,123.8592045752143,1848518.6,True
ALAB,True,0.0016279620216653,-0.0018363279254011,True,0.2305711233702571,True,0.0279280649971092,0.082814653671264,0.3372357881006269,164.315,131.4985749420166,True,24.955726761642527,7124663.35,True
NUVL,True,0.0009738917498919,0.0008426949246947,True,0.1600111210289878,True,0.0220351806317382,0.0447435038180938,0.4924777621646032,105.74,81.18572499999999,True,30.244571936753676,803191.25,True
SKYT,True,0.0007986688243426,-5.230863244380682e-05,True,0.0281716770656078,True,0.0427620030975736,0.0927102824737449,0.4612433697382344,19.37,11.5184,True,68.16571746075846,1720531.7,True
HOOD,True,0.0007472290253343,-0.0005567236027787,True,0.1880185545588902,True,0.0297066194899012,0.05998710581622,0.4952167484277725,135.66,91.79529999999998,True,47.78534412981929,28294840.55,True
GLBE,True,0.0007467291062632,3.106333056855975e-05,True,0.0591463146958544,True,0.0207958921694478,0.0421186053798148,0.4937459818983991,38.95,35.079125,True,11.03469656098892,1733473.15,True
ROBN,True,0.0007045319089926,-0.0010239472356993,True,0.1117370754620348,True,0.0578069129916566,0.1210781906232079,0.4774345626913949,83.9,52.599675000000005,True,59.50668896718467,932280.55,True
NUVB,True,0.0005865857148484,0.0001186067306825,True,0.0117502451016257,True,0.0318877551020409,0.0844524353878306,0.3775824220533473,7.84,3.10805,True,152.2481942053699,10268432.9,True
FOXX,True,0.0005262922433156,-5.463321775463047e-05,True,0.0065848197954315,True,0.0691399662731872,0.2602511497338252,0.2656663240254688,5.93,5.10519184,True,16.15626181836096,2983628.05,True
DNTH,True,0.0004869096957894,0.0001285899833451,True,0.0643556388006848,True,0.0234052317576869,0.0538971715596008,0.4342571433791254,43.58,25.97285,True,67.79059671926649,768317.35,True
AEHL,True,0.0004068757531028,-6.749894096799257e-05,True,0.0045215762595296,True,0.0602547770700637,0.1620312634763365,0.3718713029653284,3.14,2.538242005,True,23.70766829225175,10018693.35,True
ANNX,True,0.0002795998276144,2.5305979960242835e-05,True,0.0065848197954315,True,0.0326530612244898,0.0852406041365559,0.3830693312799545,4.9,2.5898000000000003,True,89.20379952119855,3462412.25,True
FOSL,True,0.000221283920272,-2.075070617714822e-05,True,0.0044045127964998,True,0.0479274611398963,0.1060838780172164,0.4517883587562495,3.86,1.947731,True,98.17931736980104,1301621.45,True
TH,True,0.0001540490282386,-9.066799529725784e-07,True,0.0126096252017976,True,0.0207612456747406,0.0512362060362495,0.405206538127591,8.67,7.3406,True,18.11023622047243,508912.85,True
KURA,True,0.0001374190786224,8.530058231209579e-05,True,0.0177643805147865,True,0.0279329608938548,0.0720118572627554,0.3878939101922281,10.74,7.69135,True,39.63738485441437,1904707.7,True
IMAX,True,0.0001360101933527,0.0001187510495353,True,0.0542881809801138,True,0.0188926790868538,0.0414917673512949,0.4553356073482414,38.11,28.698,True,32.79671057216531,1665634.4,True
DVLT,True,7.561875083521286e-05,2.777809797530029e-05,True,0.0029704853743835,True,0.0551724137931034,0.1367325800889852,0.4035059804853929,1.45,1.0218095,True,41.90512027926927,38889065.25,True
CNTB,True,6.83403647177286e-05,3.2839891844389594e-05,True,0.004111854138925,True,0.0297872340425531,0.1137530793522556,0.2618587049438189,2.35,1.417653885,True,65.76683666337924,670951.45,True
KTTA,True,6.759914236910818e-05,-2.403321976877913e-06,True,0.0021510411331743,True,0.0603448275862067,0.2333514534574493,0.2586006073333089,1.16,0.915465005,True,26.711561191790167,21571771.55,True
SGBX,True,6.601522035627451e-05,2.7017232815043085e-07,True,0.0053230943758453,True,0.1174863387978141,0.3258408499363905,0.3605635659885781,3.66,1.857525755,True,97.03629896641728,19185589.3,True
PSTV,True,1.853005869035743e-05,-3.6436374741761434e-06,True,0.0008926089056029,True,0.0406129128235644,0.0880746427771111,0.4611192454829791,0.6722,0.589588,True,14.011818422355947,5895897.35,True
RSKD,True,1.8024330813709328e-05,5.2214991614141565e-06,True,0.0072719868522477,True,0.0129999999999999,0.0355633199528224,0.3655451745575332,5.0,4.8255,True,3.6162055745518673,717786.0,True
CAN,True,4.447913564111464e-06,-2.620150919365405e-06,True,0.0014779262207524,True,0.0473051982566173,0.0953031298731973,0.4963656316383091,0.9407,0.9037195,True,4.092032981472671,28411039.65,True
SAVA,True,2.334769431391918e-06,-3.636056292439224e-05,True,0.0047413354276655,True,0.0306748466257669,0.0718245585343237,0.4270801972435081,3.26,2.4352,True,33.86990801576872,1082360.2,True
RYLD,True,-6.238633373591509e-06,-8.30737744838334e-06,True,0.0223104556626961,True,0.0019556714471968,0.0109647886082264,0.1783592476857748,15.34,14.97955,True,2.406280562500207,633620.1,True
GRFS,True,-7.223965288768198e-06,-5.339821572396666e-05,True,0.0129501455976821,True,0.0085474860335194,0.0286944457582857,0.297879460907563,8.95,8.847625,True,1.1570901795679545,549749.15,True
HYPR,True,-1.4098050829723436e-05,-2.2394647798219925e-05,True,0.0015657238180248,True,0.0384615384615384,0.0882799560283308,0.4356769100473428,1.04,1.014128,True,2.551157250366809,620402.55,True
AMD,True,-2.804528940937368e-05,-0.000953999284575,True,0.3178841757129588,True,0.0177716556769939,0.0390848179176129,0.4546946007131183,221.42,164.2692251647949,True,34.79092007518232,37796377.15,True
APPS,True,-3.749787969635519e-05,-4.391544054544587e-05,True,0.0070091748489149,True,0.0260521042084168,0.062708403452648,0.4154483733282908,4.99,4.710274999999999,True,5.938612925996911,2773343.4,True
CONY,True,-7.208060836850895e-05,-8.636760053168573e-05,True,0.0069945419160362,True,0.0223204885238996,0.0461266475543205,0.4838957458942622,47.49,9.0154,True,426.7653126871797,16135283.1,True
ALEX,True,-9.124103760170436e-05,-0.0001006093683612,True,0.0228712740894657,True,0.0040987535953978,0.0141182948967677,0.2903150575453867,20.86,17.490099999999998,True,19.26747131234241,1231057.55,True
BIDU,True,-0.0001166716548504,-0.0006773020326108,True,0.1710443524195554,True,0.016143412389942,0.0339378177008795,0.47567620676811,126.07,100.690325,True,25.205673931432848,3444220.45,True
NTES,True,-0.0005447741022641,-0.0006193671074548,True,0.2020076383909627,True,0.0073494285819277,0.0215015731658396,0.3418088772036483,136.065,127.646075,True,6.595522032306911,802363.45,True
